Country,Job Title,Gender,Quantity,Percentage
Austria,Database Modeler,Non-rural,1,0.752
Austria,Database Security Administrator,Non-rural,1,0.752
Austria,Database Security Administrator,Rural,1,0.752
Austria,Database Security Administrator,Urban,1,0.752
Austria,Database Security Expert,Urban,1,0.752
Austria,Database Software Technician,Countryside,1,0.752
Austria,Database Software Technician,Rural,1,0.752
Austria,Databases Computer Consultant,Rural,1,0.752
Austria,Director of Data Operations,Countryside,1,0.752
Austria,Electronic Data Processing Auditor (EDP Auditor),Urban,1,0.752
Austria,Field Artillery Automated Tactical Data System Specialist,Urban,1,0.752
Austria,GPS Field Data Collector (Global Positioning System Field Data Collector),Rural,1,0.752
Austria,Geographic Information Systems Data Administrator (GIS Data Administrator),Rural,1,0.752
Austria,Geographic Information Systems Data Manager (GIS Data Manager),Rural,1,0.752
Austria,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,1,0.752
Austria,Geographic Information Systems Database Administrator (GIS Database Administrator),City,2,1.504
Austria,Geographic Information Systems Database Administrator (GIS Database Administrator),Countryside,1,0.752
Austria,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,1,0.752
Austria,Internet Database Specialist,Rural,1,0.752
Austria,Maintenance Data Analyst,Non-rural,1,0.752
Austria,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Rural,1,0.752
Austria,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Urban,1,0.752
Austria,Unemployed,City,12,9.023
Austria,Unemployed,Country,8,6.015
Austria,Unemployed,Countryside,4,3.008
Austria,Unemployed,Non-rural,4,3.008
Austria,Unemployed,Rural,16,12.03
Austria,Unemployed,Urban,15,11.278
Belgium,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Urban,1,0.559
Belgium,Automatic Data Processing Planner,Country,1,0.559
Belgium,Automatic Data Processing Planner,Urban,1,0.559
Belgium,Automatic Data Processing Planner (ADP Planner),Urban,1,0.559
Belgium,Automatic Data Processing Systems Security Specialist (ADP Systems Security),City,1,0.559
Belgium,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Rural,1,0.559
Belgium,Clinical Data Associate,Country,1,0.559
Belgium,Clinical Data Associate,Rural,2,1.117
Belgium,Clinical Data Coordinator,Non-rural,1,0.559
Belgium,Crime Data Specialist,City,1,0.559
Belgium,Data Administrator,City,1,0.559
Belgium,Data Administrator,Country,1,0.559
Belgium,Data Administrator,Non-rural,1,0.559
Belgium,Data Architect,City,1,0.559
Belgium,Data Architect,Countryside,1,0.559
Belgium,Data Architect,Urban,1,0.559
Belgium,Data Base Design Analyst,Country,1,0.559
Belgium,Data Capture Specialist,Urban,1,0.559
Belgium,Data Collector,Urban,1,0.559
Belgium,Data Communications Analyst,Rural,1,0.559
Belgium,Data Coordinator,Non-rural,1,0.559
Belgium,Data Entry Associate,Urban,1,0.559
Belgium,Data Entry Representative,Rural,1,0.559
Belgium,Data Entry Specialist,Rural,1,0.559
Belgium,Data Management Associate,City,1,0.559
Belgium,Data Management Information Technology Specialist,Country,1,0.559
Belgium,Data Management Information Technology Specialist,Urban,1,0.559
Belgium,Data Manager,Countryside,1,0.559
Belgium,Data Miner,Urban,1,0.559
Belgium,Data Officer,Rural,2,1.117
Belgium,Data Officer,Urban,2,1.117
Belgium,Data Processing Consultant,Country,1,0.559
Belgium,Data Processing Manager,Country,1,0.559
Belgium,Data Processing Systems Analyst,Non-rural,1,0.559
Belgium,Data Processing Systems Analyst,Urban,1,0.559
Belgium,Data Processing Systems Project Planner,City,1,0.559
Belgium,Data Processing Systems Project Planner,Urban,1,0.559
Belgium,Data Recovery Planner,Rural,1,0.559
Belgium,Data Scientist,City,2,1.117
Belgium,Data Scientist,Countryside,1,0.559
Belgium,Data Scientist,Urban,1,0.559
Belgium,Data Security Administrator,Countryside,1,0.559
Belgium,Data Security Administrator,Urban,2,1.117
Belgium,Data Security Analyst,Non-rural,1,0.559
Belgium,Data Security Analyst,Rural,1,0.559
Belgium,Data Storage Specialist,Non-rural,1,0.559
Belgium,Data Systems Manager,Rural,1,0.559
Belgium,Data Warehouse Analyst,Urban,1,0.559
Belgium,Data Warehouse Developer,Rural,1,0.559
Belgium,Data Warehouse Specialist,Non-rural,1,0.559
Belgium,Data Warehouse Specialist,Rural,1,0.559
Belgium,Data Warehousing Manager,City,1,0.559
Belgium,Data Warehousing Manager,Urban,1,0.559
Belgium,Database Administration Associate,City,1,0.559
Belgium,Database Administration Associate,Urban,1,0.559
Belgium,Database Architect,Non-rural,1,0.559
Belgium,Database Consultant,City,1,0.559
Belgium,Database Consultant,Rural,1,0.559
Belgium,Database Coordinator,Urban,1,0.559
Belgium,Database Design Analyst,Countryside,1,0.559
Belgium,Database Designer,Urban,2,1.117
Belgium,Database Development and Administration Project Manager,Urban,1,0.559
Belgium,Database Engineer,City,1,0.559
Belgium,Database Engineer,Country,1,0.559
Belgium,Database Engineer,Urban,1,0.559
Belgium,Database Management System Specialist (DBMS Specialist),Non-rural,1,0.559
Belgium,Database Management System Specialist (DBMS Specialist),Rural,1,0.559
Belgium,Database Manager,City,1,0.559
Belgium,Database Manager,Country,1,0.559
Belgium,Database Manager,Urban,1,0.559
Belgium,Database Marketing Analyst,Non-rural,1,0.559
Belgium,Database Marketing Analyst,Rural,1,0.559
Belgium,Database Security Administrator,City,1,0.559
Belgium,Database Software Technician,Country,1,0.559
Belgium,Database Tester,City,1,0.559
Belgium,Database Tester,Non-rural,1,0.559
Belgium,Director of Data Operations,City,1,0.559
Belgium,Director of Data Operations,Rural,1,0.559
Belgium,Director of Data Operations,Urban,1,0.559
Belgium,Electronic Data Processing Auditor (EDP Auditor),Country,1,0.559
Belgium,Field Artillery Automated Tactical Data System Specialist,Rural,1,0.559
Belgium,Flight Data Technician,City,1,0.559
Belgium,Geographic Information Systems Data Manager (GIS Data Manager),City,1,0.559
Belgium,Geographic Information Systems Data Manager (GIS Data Manager),Rural,1,0.559
Belgium,Geographic Information Systems Data Manager (GIS Data Manager),Urban,1,0.559
Belgium,Geographic Information Systems Data Specialist (GIS Data Specialist),Non-rural,1,0.559
Belgium,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,1,0.559
Belgium,Head of Information Systems and Data Processing,Urban,1,0.559
Belgium,Health Data Analyst,City,1,0.559
Belgium,Health Data Analyst,Country,1,0.559
Belgium,Health Data Analyst,Rural,1,0.559
Belgium,Log Data Technician,Rural,1,0.559
Belgium,Marketing Database Analyst,Non-rural,1,0.559
Belgium,Medical Data Analyst,Country,1,0.559
Belgium,Oracle Database Administrator (Oracle DBA),Urban,1,0.559
Belgium,Reference Data Expert,Urban,1,0.559
Belgium,SQL Database Administrator,Urban,1,0.559
Belgium,Unemployed,City,14,7.821
Belgium,Unemployed,Country,8,4.469
Belgium,Unemployed,Countryside,5,2.793
Belgium,Unemployed,Non-rural,12,6.704
Belgium,Unemployed,Rural,17,9.497
Belgium,Unemployed,Urban,20,11.173
Bulgaria,Automatic Data Processing Planner,Urban,1,0.709
Bulgaria,Automatic Data Processing Planner (ADP Planner),Urban,1,0.709
Bulgaria,Business Database Analyst,City,1,0.709
Bulgaria,Clinical Data Management Associate Director,Urban,1,0.709
Bulgaria,Clinical Data Manager,Non-rural,1,0.709
Bulgaria,Computer or Data Processing Systems Consultant,Urban,1,0.709
Bulgaria,Data Abstractor,Urban,1,0.709
Bulgaria,Data Administrator,Urban,2,1.418
Bulgaria,Data Architect,Non-rural,1,0.709
Bulgaria,Data Architect,Urban,1,0.709
Bulgaria,Data Base Design Analyst,Urban,1,0.709
Bulgaria,Data Center Manager,Urban,1,0.709
Bulgaria,Data Center Operator,Urban,1,0.709
Bulgaria,Data Communications Analyst,Urban,1,0.709
Bulgaria,Data Compiler,City,1,0.709
Bulgaria,Data Control Assistant,Urban,1,0.709
Bulgaria,Data Coordinator,Urban,1,0.709
Bulgaria,Data Management Associate,Urban,1,0.709
Bulgaria,Data Management Information Technology Specialist,Rural,1,0.709
Bulgaria,Data Miner,Urban,2,1.418
Bulgaria,Data Modeling Specialist,Urban,1,0.709
Bulgaria,Data Officer,Urban,1,0.709
Bulgaria,Data Operations Director,Urban,1,0.709
Bulgaria,Data Processing Auditor,Rural,1,0.709
Bulgaria,Data Processing Auditor,Urban,1,0.709
Bulgaria,Data Processing Manager,Urban,3,2.128
Bulgaria,Data Processing Systems Analyst,City,1,0.709
Bulgaria,Data Processing Systems Analyst,Urban,1,0.709
Bulgaria,Data Recovery Planner,Urban,1,0.709
Bulgaria,Data Reduction Technician,Non-rural,1,0.709
Bulgaria,Data Security Administrator,Non-rural,1,0.709
Bulgaria,Data Security Analyst,Non-rural,1,0.709
Bulgaria,Data Storage Specialist,Urban,1,0.709
Bulgaria,Data Systems Manager,Urban,1,0.709
Bulgaria,Data Warehouse Architect,Non-rural,2,1.418
Bulgaria,Data Warehouse Architect,Urban,1,0.709
Bulgaria,Data Warehouse Developer,Non-rural,2,1.418
Bulgaria,Data Warehouse Specialist,Non-rural,2,1.418
Bulgaria,Data Warehouse Specialist,Urban,3,2.128
Bulgaria,Data Warehousing Engineer,Urban,1,0.709
Bulgaria,Data Warehousing Specialist,Non-rural,1,0.709
Bulgaria,Data Warehousing Specialist,Urban,1,0.709
Bulgaria,Database Administration Associate,City,1,0.709
Bulgaria,Database Administration Associate,Urban,1,0.709
Bulgaria,Database Administration Manager,Non-rural,1,0.709
Bulgaria,Database Analyst,City,1,0.709
Bulgaria,Database Architect,Urban,1,0.709
Bulgaria,Database Consultant,City,1,0.709
Bulgaria,Database Coordinator,Non-rural,1,0.709
Bulgaria,Database Design Analyst,City,1,0.709
Bulgaria,Database Designer,Non-rural,1,0.709
Bulgaria,Database Designer,Urban,1,0.709
Bulgaria,Database Development Project Manager,Urban,1,0.709
Bulgaria,Database Modeler,Urban,2,1.418
Bulgaria,Database Security Administrator,Urban,1,0.709
Bulgaria,Database Security Expert,Non-rural,1,0.709
Bulgaria,Database Software Technician,City,1,0.709
Bulgaria,Database Software Technician,Urban,1,0.709
Bulgaria,Database Tester,Non-rural,1,0.709
Bulgaria,Database Tester,Rural,1,0.709
Bulgaria,Director of Data Operations,Urban,1,0.709
Bulgaria,Electronic Data Processing Auditor (EDP Auditor),Non-rural,1,0.709
Bulgaria,"Engineer, System Electronic Data Processing (Engineer, System EDP)",City,2,1.418
Bulgaria,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Urban,1,0.709
Bulgaria,Geographic Information Systems Data Administrator (GIS Data Administrator),Urban,1,0.709
Bulgaria,Geographic Information Systems Data Manager (GIS Data Manager),Rural,1,0.709
Bulgaria,Geographic Information Systems Data Specialist (GIS Data Specialist),City,2,1.418
Bulgaria,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,2,1.418
Bulgaria,Geographic Information Systems Database Administrator (GIS Database Administrator),City,1,0.709
Bulgaria,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,1,0.709
Bulgaria,Head of Information Systems and Data Processing,Urban,3,2.128
Bulgaria,Internet Database Specialist,Non-rural,3,2.128
Bulgaria,Internet Database Specialist,Urban,1,0.709
Bulgaria,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",Rural,1,0.709
Bulgaria,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",Urban,1,0.709
Bulgaria,SCADA Technician (Supervisory Control and Data Acquisition Technician),Non-rural,1,0.709
Bulgaria,SQL Database Administrator,Urban,2,1.418
Bulgaria,Survey Data Technician,Urban,1,0.709
Bulgaria,Unemployed,City,5,3.546
Bulgaria,Unemployed,Country,1,0.709
Bulgaria,Unemployed,Non-rural,8,5.674
Bulgaria,Unemployed,Rural,5,3.546
Bulgaria,Unemployed,Urban,26,18.44
Croatia,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Non-rural,1,1.149
Croatia,Clinical Data Abstractor,Urban,1,1.149
Croatia,Clinical Data Management Associate Director,Non-rural,1,1.149
Croatia,Computer or Data Processing Systems Consultant,City,1,1.149
Croatia,Computer or Data Processing Systems Consultant,Urban,1,1.149
Croatia,Data Administrator,Rural,1,1.149
Croatia,Data Analysis Assistant,Country,1,1.149
Croatia,Data Coordinator,Rural,1,1.149
Croatia,Data Entry Associate,City,1,1.149
Croatia,Data Management Associate,City,1,1.149
Croatia,Data Management Information Technology Specialist,City,1,1.149
Croatia,Data Modeling Specialist,Urban,1,1.149
Croatia,Data Officer,City,1,1.149
Croatia,Data Operations Director,Urban,1,1.149
Croatia,Data Processing Manager,Non-rural,1,1.149
Croatia,Data Processing Systems Project Planner,Urban,1,1.149
Croatia,Data Security Administrator,Rural,1,1.149
Croatia,Data Security Administrator,Urban,1,1.149
Croatia,Data Storage Specialist,Non-rural,1,1.149
Croatia,Data Storage Specialist,Urban,1,1.149
Croatia,Data Systems Manager,Urban,2,2.299
Croatia,Data Warehouse Developer,Countryside,1,1.149
Croatia,Data Warehouse Specialist,Urban,1,1.149
Croatia,Database Coordinator,Urban,1,1.149
Croatia,Database Design Analyst,City,1,1.149
Croatia,Database Design Analyst,Urban,1,1.149
Croatia,Database Designer,Non-rural,1,1.149
Croatia,Database Engineer,Urban,1,1.149
Croatia,Database Modeler,City,1,1.149
Croatia,Database Modeler,Urban,1,1.149
Croatia,Database Security Administrator,City,2,2.299
Croatia,Database Security Administrator,Non-rural,1,1.149
Croatia,Database Security Expert,Non-rural,1,1.149
Croatia,Database Specialist,Urban,1,1.149
Croatia,Database Tester,City,1,1.149
Croatia,Electronic Data Interchange System Developer (EDI System Developer),Urban,1,1.149
Croatia,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Non-rural,1,1.149
Croatia,Geographic Information Systems Data Administrator (GIS Data Administrator),Urban,1,1.149
Croatia,Geographic Information Systems Data Manager (GIS Data Manager),City,2,2.299
Croatia,Geographic Information Systems Data Specialist (GIS Data Specialist),City,2,2.299
Croatia,Geographic Information Systems Database Administrator (GIS Database Administrator),City,1,1.149
Croatia,Head of Information Systems and Data Processing,Urban,1,1.149
Croatia,Internet Database Specialist,City,1,1.149
Croatia,Internet Database Specialist,Urban,1,1.149
Croatia,"Operations Officer, Afloat (Naval Tactical Data Systems)",Urban,1,1.149
Croatia,Unemployed,City,6,6.897
Croatia,Unemployed,Country,7,8.046
Croatia,Unemployed,Non-rural,4,4.598
Croatia,Unemployed,Rural,4,4.598
Croatia,Unemployed,Urban,17,19.54
Cyprus,Clinical Trials Data Coordinator,Urban,1,7.692
Cyprus,Data Communications Analyst,Urban,1,7.692
Cyprus,Data Management Associate,City,1,7.692
Cyprus,Data Modeling Specialist,Urban,1,7.692
Cyprus,Data Systems Manager,City,1,7.692
Cyprus,Data Warehousing Specialist,Urban,1,7.692
Cyprus,Database Administrator (DBA),Non-rural,1,7.692
Cyprus,Head of Information Systems and Data Processing,City,1,7.692
Cyprus,Unemployed,City,2,15.385
Cyprus,Unemployed,Non-rural,2,15.385
Cyprus,Unemployed,Urban,1,7.692
Czechia,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Rural,2,1.058
Czechia,Automatic Data Processing Planner,Non-rural,2,1.058
Czechia,Automatic Data Processing Planner (ADP Planner),Urban,1,0.529
Czechia,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Countryside,1,0.529
Czechia,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Urban,2,1.058
Czechia,Clinical Data Coordinator,Non-rural,1,0.529
Czechia,Computer or Data Processing Systems Consultant,City,1,0.529
Czechia,Computer or Data Processing Systems Consultant,Non-rural,1,0.529
Czechia,Computer or Data Processing Systems Consultant,Rural,1,0.529
Czechia,Data Acquisition Technician,Rural,1,0.529
Czechia,Data Administrator,City,1,0.529
Czechia,Data Administrator,Urban,1,0.529
Czechia,Data Architect,Rural,1,0.529
Czechia,Data Architect,Urban,1,0.529
Czechia,Data Center Operator,Non-rural,1,0.529
Czechia,Data Collection Technician,Country,1,0.529
Czechia,Data Communications Analyst,Urban,1,0.529
Czechia,Data Communications Software Consultant,Urban,1,0.529
Czechia,Data Control Assistant,Urban,1,0.529
Czechia,Data Coordinator,City,1,0.529
Czechia,Data Entry Machine Operator,Rural,1,0.529
Czechia,Data Entry Specialist,Non-rural,1,0.529
Czechia,Data Keyer,Non-rural,1,0.529
Czechia,Data Management Associate,Countryside,1,0.529
Czechia,Data Management Information Technology Specialist,Urban,1,0.529
Czechia,Data Manager,Urban,1,0.529
Czechia,Data Miner,Country,1,0.529
Czechia,Data Modeling Specialist,City,1,0.529
Czechia,Data Modeling Specialist,Urban,1,0.529
Czechia,Data Officer,Urban,4,2.116
Czechia,Data Operations Director,Non-rural,1,0.529
Czechia,Data Operations Director,Rural,1,0.529
Czechia,Data Operations Director,Urban,1,0.529
Czechia,Data Processing Auditor,City,1,0.529
Czechia,Data Processing Auxiliary Equipment Operator,Urban,1,0.529
Czechia,Data Processing Equipment Repairer,Urban,1,0.529
Czechia,Data Processing Manager,Urban,1,0.529
Czechia,Data Processing Mechanic,Rural,1,0.529
Czechia,Data Processing Services Sales Representative,Urban,1,0.529
Czechia,Data Processing Systems Analyst,Countryside,1,0.529
Czechia,Data Processing Systems Analyst,Urban,2,1.058
Czechia,Data Processing Systems Project Planner,Country,1,0.529
Czechia,Data Processing Systems Project Planner,Rural,1,0.529
Czechia,Data Sciences Director,Urban,1,0.529
Czechia,Data Scientist,Rural,1,0.529
Czechia,Data Security Analyst,Non-rural,1,0.529
Czechia,Data Security Analyst,Urban,1,0.529
Czechia,Data Storage Specialist,Country,1,0.529
Czechia,Data Storage Specialist,Rural,1,0.529
Czechia,Data Storage Specialist,Urban,1,0.529
Czechia,Data Systems Manager,Rural,1,0.529
Czechia,Data Technician,Urban,1,0.529
Czechia,Data Warehouse Analyst,Non-rural,1,0.529
Czechia,Data Warehouse Analyst,Urban,1,0.529
Czechia,Data Warehouse Architect,Non-rural,1,0.529
Czechia,Data Warehouse Architect,Rural,1,0.529
Czechia,Data Warehouse Developer,Urban,1,0.529
Czechia,Data Warehousing Engineer,Non-rural,1,0.529
Czechia,Data Warehousing Manager,City,1,0.529
Czechia,Data Warehousing Manager,Urban,1,0.529
Czechia,Data Warehousing Specialist,City,1,0.529
Czechia,Database Administration Associate,Urban,1,0.529
Czechia,Database Administrator (DBA),Rural,1,0.529
Czechia,Database Architect,City,1,0.529
Czechia,Database Architect,Rural,1,0.529
Czechia,Database Consultant,City,1,0.529
Czechia,Database Consultant,Non-rural,2,1.058
Czechia,Database Coordinator,Non-rural,1,0.529
Czechia,Database Coordinator,Urban,1,0.529
Czechia,Database Designer,Urban,1,0.529
Czechia,Database Development Project Manager,Country,1,0.529
Czechia,Database Development and Administration Project Manager,Country,1,0.529
Czechia,Database Engineer,City,1,0.529
Czechia,Database Engineer,Country,1,0.529
Czechia,Database Engineer,Urban,1,0.529
Czechia,Database Management System Specialist (DBMS Specialist),City,1,0.529
Czechia,Database Marketing Analyst,Non-rural,1,0.529
Czechia,Database Security Administrator,Non-rural,1,0.529
Czechia,Database Security Administrator,Rural,1,0.529
Czechia,Database Security Administrator,Urban,1,0.529
Czechia,Database Security Expert,Urban,2,1.058
Czechia,Database Software Technician,Country,1,0.529
Czechia,Database Software Technician,Urban,2,1.058
Czechia,Database Specialist,Urban,1,0.529
Czechia,Database Tester,City,2,1.058
Czechia,Databases Computer Consultant,Non-rural,2,1.058
Czechia,Databases Software Consultant,Rural,1,0.529
Czechia,Director of Data Operations,City,1,0.529
Czechia,Director of Data Operations,Non-rural,1,0.529
Czechia,Director of Data Operations,Urban,1,0.529
Czechia,Electronic Data Processing Auditor (EDP Auditor),Urban,1,0.529
Czechia,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Urban,1,0.529
Czechia,Flight Test Data Acquisition Technician,Countryside,1,0.529
Czechia,GPS Field Data Collector (Global Positioning System Field Data Collector),Rural,1,0.529
Czechia,Geographic Information Systems Data Administrator (GIS Data Administrator),Non-rural,1,0.529
Czechia,Geographic Information Systems Data Manager (GIS Data Manager),Non-rural,1,0.529
Czechia,Geographic Information Systems Data Specialist (GIS Data Specialist),City,1,0.529
Czechia,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,1,0.529
Czechia,Geographic Information Systems Database Administrator (GIS Database Administrator),Country,1,0.529
Czechia,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,1,0.529
Czechia,Head of Information Systems and Data Processing,Urban,3,1.587
Czechia,Health Data Analyst,Urban,1,0.529
Czechia,Internet Database Specialist,Urban,4,2.116
Czechia,Maintenance Data Analyst,Non-rural,1,0.529
Czechia,Marketing Database Analyst,City,1,0.529
Czechia,Micro Computer Data Processor,City,1,0.529
Czechia,Naval Tactical Data System--Combat Information Center Officer,Rural,1,0.529
Czechia,"Naval Tactical Data System--Combat Information Center Watch Officer, General",City,1,0.529
Czechia,Oracle Database Administrator (Oracle DBA),Countryside,1,0.529
Czechia,Oracle Database Administrator (Oracle DBA),Urban,2,1.058
Czechia,SCADA Technician (Supervisory Control and Data Acquisition Technician),Urban,1,0.529
Czechia,SQL Database Administrator,Non-rural,1,0.529
Czechia,Unemployed,City,5,2.646
Czechia,Unemployed,Country,6,3.175
Czechia,Unemployed,Countryside,4,2.116
Czechia,Unemployed,Non-rural,10,5.291
Czechia,Unemployed,Rural,13,6.878
Czechia,Unemployed,Urban,21,11.111
Denmark,Automatic Data Processing Planner,Countryside,1,0.84
Denmark,Automatic Data Processing Planner,Urban,1,0.84
Denmark,Automatic Data Processing Planner (ADP Planner),City,1,0.84
Denmark,Automatic Data Processing Planner (ADP Planner),Urban,1,0.84
Denmark,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Country,1,0.84
Denmark,Clinical Data Manager,Rural,1,0.84
Denmark,Data Architect,Rural,1,0.84
Denmark,Data Base Design Analyst,Urban,1,0.84
Denmark,Data Communications Software Consultant,City,1,0.84
Denmark,Data Communications Software Consultant,Non-rural,1,0.84
Denmark,Data Communications Software Consultant,Rural,1,0.84
Denmark,Data Communications Software Consultant,Urban,1,0.84
Denmark,Data Coordinator,Urban,2,1.681
Denmark,Data Keyer,Rural,1,0.84
Denmark,Data Management Information Technology Specialist,City,1,0.84
Denmark,Data Manager,Urban,1,0.84
Denmark,Data Officer,Country,1,0.84
Denmark,Data Officer,Urban,3,2.521
Denmark,Data Operations Director,Urban,1,0.84
Denmark,Data Processing Auditor,Non-rural,1,0.84
Denmark,Data Processing Consultant,City,1,0.84
Denmark,Data Processing Consultant,Urban,1,0.84
Denmark,Data Processing Manager,City,1,0.84
Denmark,Data Scientist,City,1,0.84
Denmark,Data Storage Specialist,Urban,2,1.681
Denmark,Data Systems Manager,City,1,0.84
Denmark,Data Transcriber,Urban,1,0.84
Denmark,Data Typist,City,1,0.84
Denmark,Data Warehouse Analyst,Country,1,0.84
Denmark,Data Warehouse Architect,City,1,0.84
Denmark,Data Warehouse Architect,Country,1,0.84
Denmark,Data Warehouse Developer,Urban,1,0.84
Denmark,Data Warehouse Specialist,Countryside,1,0.84
Denmark,Data Warehousing Specialist,Rural,1,0.84
Denmark,Database Administration Associate,Non-rural,1,0.84
Denmark,Database Consultant,Non-rural,1,0.84
Denmark,Database Coordinator,Country,1,0.84
Denmark,Database Coordinator,Urban,1,0.84
Denmark,Database Designer,Urban,1,0.84
Denmark,Database Development and Administration Project Manager,Urban,2,1.681
Denmark,Database Engineer,Country,1,0.84
Denmark,Database Management System Specialist (DBMS Specialist),Countryside,1,0.84
Denmark,Database Management System Specialist (DBMS Specialist),Non-rural,1,0.84
Denmark,Database Modeler,Urban,1,0.84
Denmark,Database Security Expert,City,1,0.84
Denmark,Database Security Expert,Countryside,1,0.84
Denmark,Database Specialist,City,1,0.84
Denmark,Database Specialist,Non-rural,1,0.84
Denmark,Database Specialist,Urban,1,0.84
Denmark,Database Tester,Urban,2,1.681
Denmark,Databases Computer Consultant,Non-rural,1,0.84
Denmark,Director of Data Operations,City,1,0.84
Denmark,Electronic Data Interchange System Developer (EDI System Developer),Urban,2,1.681
Denmark,Electronic Data Processing Auditor (EDP Auditor),Non-rural,1,0.84
Denmark,Field Traffic Data Technician,Urban,1,0.84
Denmark,Health Data Analyst,City,1,0.84
Denmark,Internet Database Specialist,Rural,1,0.84
Denmark,Medical Data Analyst,Non-rural,1,0.84
Denmark,Oracle Database Administrator (Oracle DBA),Non-rural,2,1.681
Denmark,Oracle Database Administrator (Oracle DBA),Urban,1,0.84
Denmark,SQL Database Administrator,City,1,0.84
Denmark,Survey Data Technician,City,1,0.84
Denmark,Survey Data Technician,Rural,1,0.84
Denmark,Unemployed,City,8,6.723
Denmark,Unemployed,Country,3,2.521
Denmark,Unemployed,Countryside,1,0.84
Denmark,Unemployed,Non-rural,11,9.244
Denmark,Unemployed,Rural,5,4.202
Denmark,Unemployed,Urban,20,16.807
Estonia,Data Base Design Analyst,Urban,1,5.556
Estonia,Data Collection Technician,Non-rural,1,5.556
Estonia,Data Entry Supervisor,Urban,1,5.556
Estonia,Data Management Information Technology Specialist,City,1,5.556
Estonia,Data Operations Director,Urban,1,5.556
Estonia,Data Processing Supervisor,Urban,1,5.556
Estonia,Database Administration Manager,City,1,5.556
Estonia,Database Manager,Urban,1,5.556
Estonia,Director of Data Operations,Non-rural,1,5.556
Estonia,Geographic Information Systems Data Specialist (GIS Data Specialist),City,1,5.556
Estonia,Unemployed,City,2,11.111
Estonia,Unemployed,Non-rural,1,5.556
