Country,Job Title,Gender,Quantity,Percentage
Austria,Database Development and Administration Project Manager,14_25,1,0.752
Austria,Database Engineer,14_25,1,0.752
Austria,Database Engineer,26_39,1,0.752
Austria,Database Manager,14_25,1,0.752
Austria,Database Marketing Analyst,26_39,1,0.752
Austria,Database Modeler,26_39,1,0.752
Austria,Database Security Administrator,14_25,1,0.752
Austria,Database Security Administrator,26_39,1,0.752
Austria,Database Security Administrator,40_65,1,0.752
Austria,Database Security Expert,40_65,1,0.752
Austria,Database Software Technician,14_25,1,0.752
Austria,Database Software Technician,40_65,1,0.752
Austria,Databases Computer Consultant,26_39,1,0.752
Austria,Director of Data Operations,40_65,1,0.752
Austria,Electronic Data Processing Auditor (EDP Auditor),26_39,1,0.752
Austria,Field Artillery Automated Tactical Data System Specialist,26_39,1,0.752
Austria,GPS Field Data Collector (Global Positioning System Field Data Collector),26_39,1,0.752
Austria,Geographic Information Systems Data Administrator (GIS Data Administrator),40_65,1,0.752
Austria,Geographic Information Systems Data Manager (GIS Data Manager),40_65,1,0.752
Austria,Geographic Information Systems Data Specialist (GIS Data Specialist),26_39,1,0.752
Austria,Geographic Information Systems Database Administrator (GIS Database Administrator),14_25,1,0.752
Austria,Geographic Information Systems Database Administrator (GIS Database Administrator),26_39,2,1.504
Austria,Geographic Information Systems Database Administrator (GIS Database Administrator),40_65,1,0.752
Austria,Internet Database Specialist,14_25,1,0.752
Austria,Maintenance Data Analyst,40_65,1,0.752
Austria,"Naval Tactical Data System--Combat Information Center Watch Officer, General",14_25,1,0.752
Austria,"Naval Tactical Data System--Combat Information Center Watch Officer, General",26_39,1,0.752
Austria,Unemployed,14_25,22,16.541
Austria,Unemployed,26_39,26,19.549
Austria,Unemployed,40_65,11,8.271
Belgium,Automatic Data Processing Customer Liaison (ADP Customer Liaison),40_65,1,0.559
Belgium,Automatic Data Processing Planner,40_65,2,1.117
Belgium,Automatic Data Processing Planner (ADP Planner),26_39,1,0.559
Belgium,Automatic Data Processing Systems Security Specialist (ADP Systems Security),40_65,2,1.117
Belgium,Clinical Data Associate,26_39,1,0.559
Belgium,Clinical Data Associate,40_65,2,1.117
Belgium,Clinical Data Coordinator,40_65,1,0.559
Belgium,Crime Data Specialist,14_25,1,0.559
Belgium,Data Administrator,14_25,1,0.559
Belgium,Data Administrator,26_39,1,0.559
Belgium,Data Administrator,40_65,1,0.559
Belgium,Data Architect,26_39,2,1.117
Belgium,Data Architect,40_65,1,0.559
Belgium,Data Base Design Analyst,40_65,1,0.559
Belgium,Data Capture Specialist,40_65,1,0.559
Belgium,Data Collector,26_39,1,0.559
Belgium,Data Communications Analyst,40_65,1,0.559
Belgium,Data Coordinator,40_65,1,0.559
Belgium,Data Entry Associate,14_25,1,0.559
Belgium,Data Entry Representative,40_65,1,0.559
Belgium,Data Entry Specialist,26_39,1,0.559
Belgium,Data Management Associate,14_25,1,0.559
Belgium,Data Management Information Technology Specialist,40_65,2,1.117
Belgium,Data Manager,40_65,1,0.559
Belgium,Data Miner,14_25,1,0.559
Belgium,Data Officer,14_25,1,0.559
Belgium,Data Officer,26_39,3,1.676
Belgium,Data Processing Consultant,40_65,1,0.559
Belgium,Data Processing Manager,14_25,1,0.559
Belgium,Data Processing Systems Analyst,26_39,1,0.559
Belgium,Data Processing Systems Analyst,40_65,1,0.559
Belgium,Data Processing Systems Project Planner,26_39,1,0.559
Belgium,Data Processing Systems Project Planner,40_65,1,0.559
Belgium,Data Recovery Planner,26_39,1,0.559
Belgium,Data Scientist,14_25,2,1.117
Belgium,Data Scientist,40_65,2,1.117
Belgium,Data Security Administrator,26_39,1,0.559
Belgium,Data Security Administrator,40_65,2,1.117
Belgium,Data Security Analyst,40_65,2,1.117
Belgium,Data Storage Specialist,40_65,1,0.559
Belgium,Data Systems Manager,40_65,1,0.559
Belgium,Data Warehouse Analyst,40_65,1,0.559
Belgium,Data Warehouse Developer,40_65,1,0.559
Belgium,Data Warehouse Specialist,26_39,2,1.117
Belgium,Data Warehousing Manager,40_65,2,1.117
Belgium,Database Administration Associate,40_65,2,1.117
Belgium,Database Architect,26_39,1,0.559
Belgium,Database Consultant,26_39,1,0.559
Belgium,Database Consultant,40_65,1,0.559
Belgium,Database Coordinator,26_39,1,0.559
Belgium,Database Design Analyst,40_65,1,0.559
Belgium,Database Designer,26_39,2,1.117
Belgium,Database Development and Administration Project Manager,40_65,1,0.559
Belgium,Database Engineer,40_65,3,1.676
Belgium,Database Management System Specialist (DBMS Specialist),26_39,1,0.559
Belgium,Database Management System Specialist (DBMS Specialist),40_65,1,0.559
Belgium,Database Manager,26_39,2,1.117
Belgium,Database Manager,40_65,1,0.559
Belgium,Database Marketing Analyst,26_39,1,0.559
Belgium,Database Marketing Analyst,40_65,1,0.559
Belgium,Database Security Administrator,14_25,1,0.559
Belgium,Database Software Technician,26_39,1,0.559
Belgium,Database Tester,26_39,2,1.117
Belgium,Director of Data Operations,26_39,2,1.117
Belgium,Director of Data Operations,40_65,1,0.559
Belgium,Electronic Data Processing Auditor (EDP Auditor),40_65,1,0.559
Belgium,Field Artillery Automated Tactical Data System Specialist,40_65,1,0.559
Belgium,Flight Data Technician,26_39,1,0.559
Belgium,Geographic Information Systems Data Manager (GIS Data Manager),14_25,1,0.559
Belgium,Geographic Information Systems Data Manager (GIS Data Manager),40_65,2,1.117
Belgium,Geographic Information Systems Data Specialist (GIS Data Specialist),26_39,1,0.559
Belgium,Geographic Information Systems Data Specialist (GIS Data Specialist),40_65,1,0.559
Belgium,Head of Information Systems and Data Processing,40_65,1,0.559
Belgium,Health Data Analyst,14_25,1,0.559
Belgium,Health Data Analyst,40_65,2,1.117
Belgium,Log Data Technician,40_65,1,0.559
Belgium,Marketing Database Analyst,40_65,1,0.559
Belgium,Medical Data Analyst,40_65,1,0.559
Belgium,Oracle Database Administrator (Oracle DBA),40_65,1,0.559
Belgium,Reference Data Expert,26_39,1,0.559
Belgium,SQL Database Administrator,40_65,1,0.559
Belgium,Unemployed,14_25,30,16.76
Belgium,Unemployed,26_39,17,9.497
Belgium,Unemployed,40_65,29,16.201
Bulgaria,Automatic Data Processing Planner,40_65,1,0.709
Bulgaria,Automatic Data Processing Planner (ADP Planner),40_65,1,0.709
Bulgaria,Business Database Analyst,40_65,1,0.709
Bulgaria,Clinical Data Management Associate Director,40_65,1,0.709
Bulgaria,Clinical Data Manager,40_65,1,0.709
Bulgaria,Computer or Data Processing Systems Consultant,40_65,1,0.709
Bulgaria,Data Abstractor,14_25,1,0.709
Bulgaria,Data Administrator,14_25,2,1.418
Bulgaria,Data Architect,26_39,1,0.709
Bulgaria,Data Architect,40_65,1,0.709
Bulgaria,Data Base Design Analyst,40_65,1,0.709
Bulgaria,Data Center Manager,40_65,1,0.709
Bulgaria,Data Center Operator,14_25,1,0.709
Bulgaria,Data Communications Analyst,26_39,1,0.709
Bulgaria,Data Compiler,26_39,1,0.709
Bulgaria,Data Control Assistant,14_25,1,0.709
Bulgaria,Data Coordinator,26_39,1,0.709
Bulgaria,Data Management Associate,26_39,1,0.709
Bulgaria,Data Management Information Technology Specialist,14_25,1,0.709
Bulgaria,Data Miner,14_25,1,0.709
Bulgaria,Data Miner,40_65,1,0.709
Bulgaria,Data Modeling Specialist,40_65,1,0.709
Bulgaria,Data Officer,40_65,1,0.709
Bulgaria,Data Operations Director,40_65,1,0.709
Bulgaria,Data Processing Auditor,40_65,2,1.418
Bulgaria,Data Processing Manager,40_65,3,2.128
Bulgaria,Data Processing Systems Analyst,14_25,1,0.709
Bulgaria,Data Processing Systems Analyst,40_65,1,0.709
Bulgaria,Data Recovery Planner,40_65,1,0.709
Bulgaria,Data Reduction Technician,26_39,1,0.709
Bulgaria,Data Security Administrator,40_65,1,0.709
Bulgaria,Data Security Analyst,14_25,1,0.709
Bulgaria,Data Storage Specialist,40_65,1,0.709
Bulgaria,Data Systems Manager,26_39,1,0.709
Bulgaria,Data Warehouse Architect,14_25,1,0.709
Bulgaria,Data Warehouse Architect,26_39,2,1.418
Bulgaria,Data Warehouse Developer,40_65,2,1.418
Bulgaria,Data Warehouse Specialist,14_25,1,0.709
Bulgaria,Data Warehouse Specialist,26_39,3,2.128
Bulgaria,Data Warehouse Specialist,40_65,1,0.709
Bulgaria,Data Warehousing Engineer,40_65,1,0.709
Bulgaria,Data Warehousing Specialist,40_65,2,1.418
Bulgaria,Database Administration Associate,26_39,2,1.418
Bulgaria,Database Administration Manager,40_65,1,0.709
Bulgaria,Database Analyst,26_39,1,0.709
Bulgaria,Database Architect,40_65,1,0.709
Bulgaria,Database Consultant,40_65,1,0.709
Bulgaria,Database Coordinator,40_65,1,0.709
Bulgaria,Database Design Analyst,14_25,1,0.709
Bulgaria,Database Designer,14_25,1,0.709
Bulgaria,Database Designer,26_39,1,0.709
Bulgaria,Database Development Project Manager,14_25,1,0.709
Bulgaria,Database Modeler,26_39,1,0.709
Bulgaria,Database Modeler,40_65,1,0.709
Bulgaria,Database Security Administrator,26_39,1,0.709
Bulgaria,Database Security Expert,26_39,1,0.709
Bulgaria,Database Software Technician,26_39,1,0.709
Bulgaria,Database Software Technician,40_65,1,0.709
Bulgaria,Database Tester,26_39,1,0.709
Bulgaria,Database Tester,40_65,1,0.709
Bulgaria,Director of Data Operations,26_39,1,0.709
Bulgaria,Electronic Data Processing Auditor (EDP Auditor),26_39,1,0.709
Bulgaria,"Engineer, System Electronic Data Processing (Engineer, System EDP)",26_39,2,1.418
Bulgaria,"Engineer, System Electronic Data Processing (Engineer, System EDP)",40_65,1,0.709
Bulgaria,Geographic Information Systems Data Administrator (GIS Data Administrator),40_65,1,0.709
Bulgaria,Geographic Information Systems Data Manager (GIS Data Manager),14_25,1,0.709
Bulgaria,Geographic Information Systems Data Specialist (GIS Data Specialist),26_39,2,1.418
Bulgaria,Geographic Information Systems Data Specialist (GIS Data Specialist),40_65,2,1.418
Bulgaria,Geographic Information Systems Database Administrator (GIS Database Administrator),40_65,2,1.418
Bulgaria,Head of Information Systems and Data Processing,40_65,3,2.128
Bulgaria,Internet Database Specialist,26_39,1,0.709
Bulgaria,Internet Database Specialist,40_65,3,2.128
Bulgaria,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",40_65,2,1.418
Bulgaria,SCADA Technician (Supervisory Control and Data Acquisition Technician),40_65,1,0.709
Bulgaria,SQL Database Administrator,26_39,2,1.418
Bulgaria,Survey Data Technician,26_39,1,0.709
Bulgaria,Unemployed,14_25,9,6.383
Bulgaria,Unemployed,26_39,15,10.638
Bulgaria,Unemployed,40_65,21,14.894
Croatia,Automatic Data Processing Customer Liaison (ADP Customer Liaison),40_65,1,1.149
Croatia,Clinical Data Abstractor,26_39,1,1.149
Croatia,Clinical Data Management Associate Director,40_65,1,1.149
Croatia,Computer or Data Processing Systems Consultant,14_25,1,1.149
Croatia,Computer or Data Processing Systems Consultant,40_65,1,1.149
Croatia,Data Administrator,26_39,1,1.149
Croatia,Data Analysis Assistant,26_39,1,1.149
Croatia,Data Coordinator,40_65,1,1.149
Croatia,Data Entry Associate,40_65,1,1.149
Croatia,Data Management Associate,26_39,1,1.149
Croatia,Data Management Information Technology Specialist,40_65,1,1.149
Croatia,Data Modeling Specialist,40_65,1,1.149
Croatia,Data Officer,40_65,1,1.149
Croatia,Data Operations Director,40_65,1,1.149
Croatia,Data Processing Manager,26_39,1,1.149
Croatia,Data Processing Systems Project Planner,40_65,1,1.149
Croatia,Data Security Administrator,14_25,1,1.149
Croatia,Data Security Administrator,40_65,1,1.149
Croatia,Data Storage Specialist,26_39,1,1.149
Croatia,Data Storage Specialist,40_65,1,1.149
Croatia,Data Systems Manager,40_65,2,2.299
Croatia,Data Warehouse Developer,26_39,1,1.149
Croatia,Data Warehouse Specialist,40_65,1,1.149
Croatia,Database Coordinator,40_65,1,1.149
Croatia,Database Design Analyst,14_25,1,1.149
Croatia,Database Design Analyst,40_65,1,1.149
Croatia,Database Designer,40_65,1,1.149
Croatia,Database Engineer,40_65,1,1.149
Croatia,Database Modeler,40_65,2,2.299
Croatia,Database Security Administrator,26_39,2,2.299
Croatia,Database Security Administrator,40_65,1,1.149
Croatia,Database Security Expert,40_65,1,1.149
Croatia,Database Specialist,40_65,1,1.149
Croatia,Database Tester,40_65,1,1.149
Croatia,Electronic Data Interchange System Developer (EDI System Developer),40_65,1,1.149
Croatia,"Engineer, System Electronic Data Processing (Engineer, System EDP)",26_39,1,1.149
Croatia,Geographic Information Systems Data Administrator (GIS Data Administrator),14_25,1,1.149
Croatia,Geographic Information Systems Data Manager (GIS Data Manager),26_39,1,1.149
Croatia,Geographic Information Systems Data Manager (GIS Data Manager),40_65,1,1.149
Croatia,Geographic Information Systems Data Specialist (GIS Data Specialist),40_65,2,2.299
Croatia,Geographic Information Systems Database Administrator (GIS Database Administrator),26_39,1,1.149
Croatia,Head of Information Systems and Data Processing,26_39,1,1.149
Croatia,Internet Database Specialist,26_39,1,1.149
Croatia,Internet Database Specialist,40_65,1,1.149
Croatia,"Operations Officer, Afloat (Naval Tactical Data Systems)",26_39,1,1.149
Croatia,Unemployed,14_25,16,18.391
Croatia,Unemployed,26_39,11,12.644
Croatia,Unemployed,40_65,11,12.644
Cyprus,Clinical Trials Data Coordinator,14_25,1,7.692
Cyprus,Data Communications Analyst,26_39,1,7.692
Cyprus,Data Management Associate,26_39,1,7.692
Cyprus,Data Modeling Specialist,40_65,1,7.692
Cyprus,Data Systems Manager,40_65,1,7.692
Cyprus,Data Warehousing Specialist,40_65,1,7.692
Cyprus,Database Administrator (DBA),40_65,1,7.692
Cyprus,Head of Information Systems and Data Processing,40_65,1,7.692
Cyprus,Unemployed,14_25,2,15.385
Cyprus,Unemployed,26_39,2,15.385
Cyprus,Unemployed,40_65,1,7.692
Czechia,Automatic Data Processing Customer Liaison (ADP Customer Liaison),14_25,1,0.529
Czechia,Automatic Data Processing Customer Liaison (ADP Customer Liaison),40_65,1,0.529
Czechia,Automatic Data Processing Planner,40_65,2,1.058
Czechia,Automatic Data Processing Planner (ADP Planner),40_65,1,0.529
Czechia,Automatic Data Processing Systems Security Specialist (ADP Systems Security),26_39,1,0.529
Czechia,Automatic Data Processing Systems Security Specialist (ADP Systems Security),40_65,2,1.058
Czechia,Clinical Data Coordinator,40_65,1,0.529
Czechia,Computer or Data Processing Systems Consultant,26_39,1,0.529
Czechia,Computer or Data Processing Systems Consultant,40_65,2,1.058
Czechia,Data Acquisition Technician,14_25,1,0.529
Czechia,Data Administrator,40_65,2,1.058
Czechia,Data Architect,26_39,1,0.529
Czechia,Data Architect,40_65,1,0.529
Czechia,Data Center Operator,40_65,1,0.529
Czechia,Data Collection Technician,40_65,1,0.529
Czechia,Data Communications Analyst,40_65,1,0.529
Czechia,Data Communications Software Consultant,40_65,1,0.529
Czechia,Data Control Assistant,26_39,1,0.529
Czechia,Data Coordinator,40_65,1,0.529
Czechia,Data Entry Machine Operator,40_65,1,0.529
Czechia,Data Entry Specialist,40_65,1,0.529
Czechia,Data Keyer,14_25,1,0.529
Czechia,Data Management Associate,26_39,1,0.529
Czechia,Data Management Information Technology Specialist,40_65,1,0.529
Czechia,Data Manager,40_65,1,0.529
Czechia,Data Miner,40_65,1,0.529
Czechia,Data Modeling Specialist,26_39,1,0.529
Czechia,Data Modeling Specialist,40_65,1,0.529
Czechia,Data Officer,26_39,3,1.587
Czechia,Data Officer,40_65,1,0.529
Czechia,Data Operations Director,26_39,1,0.529
Czechia,Data Operations Director,40_65,2,1.058
Czechia,Data Processing Auditor,40_65,1,0.529
Czechia,Data Processing Auxiliary Equipment Operator,40_65,1,0.529
Czechia,Data Processing Equipment Repairer,26_39,1,0.529
Czechia,Data Processing Manager,40_65,1,0.529
Czechia,Data Processing Mechanic,26_39,1,0.529
Czechia,Data Processing Services Sales Representative,40_65,1,0.529
Czechia,Data Processing Systems Analyst,26_39,2,1.058
Czechia,Data Processing Systems Analyst,40_65,1,0.529
Czechia,Data Processing Systems Project Planner,40_65,2,1.058
Czechia,Data Sciences Director,26_39,1,0.529
Czechia,Data Scientist,26_39,1,0.529
Czechia,Data Security Analyst,14_25,1,0.529
Czechia,Data Security Analyst,40_65,1,0.529
Czechia,Data Storage Specialist,26_39,1,0.529
Czechia,Data Storage Specialist,40_65,2,1.058
Czechia,Data Systems Manager,40_65,1,0.529
Czechia,Data Technician,40_65,1,0.529
Czechia,Data Warehouse Analyst,14_25,1,0.529
Czechia,Data Warehouse Analyst,40_65,1,0.529
Czechia,Data Warehouse Architect,26_39,1,0.529
Czechia,Data Warehouse Architect,40_65,1,0.529
Czechia,Data Warehouse Developer,40_65,1,0.529
Czechia,Data Warehousing Engineer,40_65,1,0.529
Czechia,Data Warehousing Manager,26_39,2,1.058
Czechia,Data Warehousing Specialist,40_65,1,0.529
Czechia,Database Administration Associate,40_65,1,0.529
Czechia,Database Administrator (DBA),14_25,1,0.529
Czechia,Database Architect,26_39,2,1.058
Czechia,Database Consultant,26_39,2,1.058
Czechia,Database Consultant,40_65,1,0.529
Czechia,Database Coordinator,26_39,1,0.529
Czechia,Database Coordinator,40_65,1,0.529
Czechia,Database Designer,40_65,1,0.529
Czechia,Database Development Project Manager,40_65,1,0.529
Czechia,Database Development and Administration Project Manager,40_65,1,0.529
Czechia,Database Engineer,26_39,3,1.587
Czechia,Database Management System Specialist (DBMS Specialist),26_39,1,0.529
Czechia,Database Marketing Analyst,14_25,1,0.529
Czechia,Database Security Administrator,26_39,1,0.529
Czechia,Database Security Administrator,40_65,2,1.058
Czechia,Database Security Expert,26_39,2,1.058
Czechia,Database Software Technician,40_65,3,1.587
Czechia,Database Specialist,26_39,1,0.529
Czechia,Database Tester,40_65,2,1.058
Czechia,Databases Computer Consultant,40_65,2,1.058
Czechia,Databases Software Consultant,26_39,1,0.529
Czechia,Director of Data Operations,40_65,3,1.587
Czechia,Electronic Data Processing Auditor (EDP Auditor),26_39,1,0.529
Czechia,"Engineer, System Electronic Data Processing (Engineer, System EDP)",40_65,1,0.529
Czechia,Flight Test Data Acquisition Technician,14_25,1,0.529
Czechia,GPS Field Data Collector (Global Positioning System Field Data Collector),40_65,1,0.529
Czechia,Geographic Information Systems Data Administrator (GIS Data Administrator),26_39,1,0.529
Czechia,Geographic Information Systems Data Manager (GIS Data Manager),40_65,1,0.529
Czechia,Geographic Information Systems Data Specialist (GIS Data Specialist),40_65,2,1.058
Czechia,Geographic Information Systems Database Administrator (GIS Database Administrator),26_39,1,0.529
Czechia,Geographic Information Systems Database Administrator (GIS Database Administrator),40_65,1,0.529
Czechia,Head of Information Systems and Data Processing,26_39,2,1.058
Czechia,Head of Information Systems and Data Processing,40_65,1,0.529
Czechia,Health Data Analyst,14_25,1,0.529
Czechia,Internet Database Specialist,14_25,1,0.529
Czechia,Internet Database Specialist,26_39,1,0.529
Czechia,Internet Database Specialist,40_65,2,1.058
Czechia,Maintenance Data Analyst,40_65,1,0.529
Czechia,Marketing Database Analyst,40_65,1,0.529
Czechia,Micro Computer Data Processor,40_65,1,0.529
Czechia,Naval Tactical Data System--Combat Information Center Officer,40_65,1,0.529
Czechia,"Naval Tactical Data System--Combat Information Center Watch Officer, General",26_39,1,0.529
Czechia,Oracle Database Administrator (Oracle DBA),26_39,1,0.529
Czechia,Oracle Database Administrator (Oracle DBA),40_65,2,1.058
Czechia,SCADA Technician (Supervisory Control and Data Acquisition Technician),40_65,1,0.529
Czechia,SQL Database Administrator,26_39,1,0.529
Czechia,Unemployed,14_25,22,11.64
Czechia,Unemployed,26_39,17,8.995
Czechia,Unemployed,40_65,20,10.582
Denmark,Automatic Data Processing Planner,26_39,1,0.84
Denmark,Automatic Data Processing Planner,40_65,1,0.84
Denmark,Automatic Data Processing Planner (ADP Planner),40_65,2,1.681
Denmark,Automatic Data Processing Systems Security Specialist (ADP Systems Security),14_25,1,0.84
Denmark,Clinical Data Manager,26_39,1,0.84
Denmark,Data Architect,26_39,1,0.84
Denmark,Data Base Design Analyst,14_25,1,0.84
Denmark,Data Communications Software Consultant,40_65,4,3.361
Denmark,Data Coordinator,40_65,2,1.681
Denmark,Data Keyer,14_25,1,0.84
Denmark,Data Management Information Technology Specialist,26_39,1,0.84
Denmark,Data Manager,14_25,1,0.84
Denmark,Data Officer,14_25,1,0.84
Denmark,Data Officer,26_39,1,0.84
Denmark,Data Officer,40_65,2,1.681
Denmark,Data Operations Director,26_39,1,0.84
Denmark,Data Processing Auditor,40_65,1,0.84
Denmark,Data Processing Consultant,40_65,2,1.681
Denmark,Data Processing Manager,26_39,1,0.84
Denmark,Data Scientist,14_25,1,0.84
Denmark,Data Storage Specialist,26_39,1,0.84
Denmark,Data Storage Specialist,40_65,1,0.84
Denmark,Data Systems Manager,26_39,1,0.84
Denmark,Data Transcriber,40_65,1,0.84
Denmark,Data Typist,40_65,1,0.84
Denmark,Data Warehouse Analyst,14_25,1,0.84
Denmark,Data Warehouse Architect,40_65,2,1.681
Denmark,Data Warehouse Developer,40_65,1,0.84
Denmark,Data Warehouse Specialist,26_39,1,0.84
Denmark,Data Warehousing Specialist,40_65,1,0.84
Denmark,Database Administration Associate,40_65,1,0.84
Denmark,Database Consultant,40_65,1,0.84
Denmark,Database Coordinator,26_39,2,1.681
Denmark,Database Designer,40_65,1,0.84
Denmark,Database Development and Administration Project Manager,40_65,2,1.681
Denmark,Database Engineer,14_25,1,0.84
Denmark,Database Management System Specialist (DBMS Specialist),26_39,1,0.84
Denmark,Database Management System Specialist (DBMS Specialist),40_65,1,0.84
Denmark,Database Modeler,40_65,1,0.84
Denmark,Database Security Expert,40_65,2,1.681
Denmark,Database Specialist,40_65,3,2.521
Denmark,Database Tester,26_39,1,0.84
Denmark,Database Tester,40_65,1,0.84
Denmark,Databases Computer Consultant,40_65,1,0.84
Denmark,Director of Data Operations,40_65,1,0.84
Denmark,Electronic Data Interchange System Developer (EDI System Developer),26_39,1,0.84
Denmark,Electronic Data Interchange System Developer (EDI System Developer),40_65,1,0.84
Denmark,Electronic Data Processing Auditor (EDP Auditor),40_65,1,0.84
Denmark,Field Traffic Data Technician,40_65,1,0.84
Denmark,Health Data Analyst,40_65,1,0.84
Denmark,Internet Database Specialist,40_65,1,0.84
Denmark,Medical Data Analyst,40_65,1,0.84
Denmark,Oracle Database Administrator (Oracle DBA),26_39,1,0.84
Denmark,Oracle Database Administrator (Oracle DBA),40_65,2,1.681
Denmark,SQL Database Administrator,40_65,1,0.84
Denmark,Survey Data Technician,40_65,2,1.681
Denmark,Unemployed,14_25,16,13.445
Denmark,Unemployed,26_39,12,10.084
Denmark,Unemployed,40_65,20,16.807
Estonia,Data Base Design Analyst,26_39,1,5.556
Estonia,Data Collection Technician,40_65,1,5.556
Estonia,Data Entry Supervisor,14_25,1,5.556
Estonia,Data Management Information Technology Specialist,26_39,1,5.556
Estonia,Data Operations Director,26_39,1,5.556
Estonia,Data Processing Supervisor,40_65,1,5.556
Estonia,Database Administration Manager,40_65,1,5.556
Estonia,Database Manager,40_65,1,5.556
Estonia,Director of Data Operations,26_39,1,5.556
Estonia,Geographic Information Systems Data Specialist (GIS Data Specialist),26_39,1,5.556
Estonia,Unemployed,14_25,4,22.222
Estonia,Unemployed,26_39,3,16.667
Estonia,Unemployed,40_65,1,5.556
Finland,Automatic Data Processing Customer Liaison (ADP Customer Liaison),26_39,1,0.885
Finland,Automatic Data Processing Planner (ADP Planner),26_39,1,0.885
Finland,Clinical Data Management Manager (CDM Manager),40_65,1,0.885
Finland,Computer or Data Processing Systems Consultant,26_39,1,0.885
Finland,Computer or Data Processing Systems Consultant,40_65,1,0.885
Finland,Data Administrator,40_65,1,0.885
Finland,Data Analysis Assistant,40_65,1,0.885
Finland,Data Architect,40_65,1,0.885
Finland,Data Collection Technician,40_65,1,0.885
Finland,Data Communications Analyst,26_39,1,0.885
Finland,Data Coordinator,14_25,1,0.885
Finland,Data Coordinator,26_39,1,0.885
Finland,Data Coordinator,40_65,1,0.885
Finland,Data Entry Representative,40_65,1,0.885
Finland,Data Management Information Technology Specialist,40_65,1,0.885
Finland,Data Manager,40_65,1,0.885
Finland,Data Modeling Specialist,14_25,1,0.885
Finland,Data Modeling Specialist,26_39,1,0.885
Finland,Data Officer,26_39,1,0.885
Finland,Data Officer,40_65,2,1.77
Finland,Data Operations Director,26_39,1,0.885
Finland,Data Processing Auditor,14_25,2,1.77
Finland,Data Processing Consultant,40_65,1,0.885
Finland,Data Processing Manager,14_25,1,0.885
Finland,Data Processing Mechanic,40_65,1,0.885
Finland,Data Processing Systems Analyst,40_65,1,0.885
Finland,Data Reduction Technician,26_39,1,0.885
Finland,Data Reduction Technician,40_65,1,0.885
Finland,Data Scientist,40_65,1,0.885
Finland,Data Security Analyst,26_39,1,0.885
Finland,Data Storage Specialist,26_39,1,0.885
Finland,Data Transcriber,26_39,1,0.885
Finland,Data Warehouse Developer,40_65,1,0.885
Finland,Data Warehousing Engineer,40_65,1,0.885
Finland,Data Warehousing Manager,40_65,1,0.885
Finland,Data Warehousing Specialist,26_39,1,0.885
Finland,Database Administration Associate,40_65,1,0.885
Finland,Database Administration Manager,26_39,1,0.885
Finland,Database Administration Manager,40_65,2,1.77
Finland,Database Consultant,14_25,1,0.885
Finland,Database Coordinator,40_65,1,0.885
Finland,Database Development Project Manager,14_25,1,0.885
Finland,Database Development and Administration Project Manager,40_65,1,0.885
Finland,Database Manager,40_65,1,0.885
Finland,Database Marketing Analyst,14_25,1,0.885
Finland,Database Marketing Analyst,26_39,1,0.885
Finland,Database Marketing Analyst,40_65,1,0.885
Finland,Database Software Technician,26_39,1,0.885
Finland,Database Software Technician,40_65,1,0.885
Finland,Database Specialist,14_25,1,0.885
Finland,Database Tester,26_39,2,1.77
